81,0,A
82,NaN,A#/Bb
83,-1,B
84,0,C
85,NaN,C#/Db
86,-4,D
87,NaN,D#/Eb
88,-1,E
89,0,F
90,NaN,F#/Gb
91,0,G
92,NaN,G#/Fb
93,-4,A
94,NaN,A#/Bb
95,-1,B
96,0,C
