72,#N/A,C
73,#N/A,C#/Db
74,0,D
75,#N/A,D#/Eb
76,0,E
77,#N/A,F
78,0,F#/Gb
79,#N/A,G
80,0,G#/Ab
81,0,A
82,#N/A,A#/Bb
83,-4,B
84,#N/A,C
85,0,C#/Db
86,0,D
87,#N/A,D#/Eb
88,0,E
89,#N/A,F
90,-4,F#/Gb
91,#N/A,G
92,0,G#/Ab
93,0,A
94,#N/A,A#/Bb
95,#N/A,B
96,#N/A,C
97,#N/A,C#/Db
98,#N/A,D
