72,#N/A,C
73,#N/A,C#/Db
74,#N/A,D
75,#N/A,D#/Eb
76,#N/A,E
77,#N/A,F
78,#N/A,F#/Gb
79,#N/A,G
80,#N/A,G#/Ab
81,#N/A,A
82,0,A#/Bb
83,-1,B
84,0,C
85,#N/A,C#/Db
86,0,D
87,#N/A,D#/Eb
88,-1,E
89,#N/A,F
90,0,F#/Gb
91,0,G
92,#N/A,G#/Ab
93,#N/A,A
94,0,A#/Bb
95,0,B
96,#N/A,C
97,#N/A,C#/Db
98,#N/A,D
