72,NaN,C
73,NaN,C#/Db
74,0,D
75,NaN,D#/Eb
76,0,E
77,NaN,F
78,0,F#/Gb
79,0,G
80,NaN,G#/Ab
81,0,A
82,NaN,A#/Bb
83,-4,B
84,0,C
85,NaN,C#/Db
86,0,D
87,NaN,D#/Eb
88,0,E
89,NaN,F
90,-4,F#/Gb
91,0,G
92,NaN,G#/Ab
93,NaN,A
94,NaN,A#/Bb
95,NaN,B
96,NaN,C
97,NaN,C#/Db
98,NaN,D
